"idetudiant";"nom";"prenom";"civilite";"date_naissance";"lieu_naissance";"dept_naissance";"nationalite";"email";"emailperso";"domicile";"codepostaldomicile";"villedomicile";"paysdomicile";"telephone";"telephonemobile";"typeadresse";"boursier";"idadmission";"anneeadmission";"bac";specialite;"annee_bac";"math";"physique";"anglais";"francais";codelycee;"nomlycee";"villelycee";"codepostallycee"
51;Tardy;Fanny;F;;Montpellier;Hérault;France;fanny.tardy@etu.umontpellier.fr;fanny.tardy@gmail.com;"9 Avenue du Grenache";"34970";Lattes;France;"06.30.27.08.20";"06.20.02.85.94";domicile;false;548;2019;;;;;;;;;;;
35;Nguyen;Louise;F;1999-09-17;Montpellier;Hérault;France;louise.nguyen@etu.umontpellier.fr;louise.nguyen@gmail.com;"5 Rue des Pins";"34710";Lespignan;France;"06.81.75.50.68";"06.17.44.19.59";domicile;false;276;2017;S;SVT/MATHS;2017;12.0;16.0;20.0;14.5;"0300052U";Lycée André Chamson;Le Vigan;"30"
307;Jolivet;Timéo;M;1999-07-27;Montpellier;Hérault;France;timéo.jolivet@etu.umontpellier.fr;timéo.jolivet@gmail.com;"22BIS Route de Rochelongue";"34300";Agde;France;"06.72.80.77.49";"06.02.82.11.14";domicile;false;169;2017;S;SVT/ISN;2017;14.0;14.65;17.0;13.5;"0341915X";Lycée Frédéric BAZILLE - Agropolis (Classes EN);Montpellier;"34"
234;Fernandes;Robin;M;1999-08-30;Montpellier;Hérault;France;robin.fernandes@etu.umontpellier.fr;robin.fernandes@gmail.com;"118 Rue des Amandiers";"34820";Assas;France;"06.03.19.40.97";"06.63.22.35.66";domicile;false;277;2017;S;SVT/MATHS;2017;12.0;12.94;15.0;11.5;"0660768B";Lycée Saint-Louis-De-Gonzague;Perpignan;"66"
236;Mouton;Romain;M;1999-11-06;Montpellier;Hérault;France;romain.mouton@etu.umontpellier.fr;romain.mouton@gmail.com;"7 Rue Puech du Four";"34600";Bédarieux;France;"06.38.39.09.02";"06.15.17.53.40";domicile;false;182;2017;S;SI/ISN;2017;10.0;12.1;16.0;12.5;"0070066J";Lycée Rivier;Bourg-Saint-Andéol;"7"
239;Granier;Marwane;M;1999-09-10;Montpellier;Hérault;France;marwane.granier@etu.umontpellier.fr;marwane.granier@gmail.com;"180 Allée des Thermes";"34990";Juvignac;France;"06.05.34.98.09";"06.83.56.53.09";domicile;true;184;2017;S;SVT/ISN;2017;17.0;12.78;15.0;11.5;"0340075X";Lycée Paul Valery;Sete;"34"
243;Rault;Félix;M;1999-07-14;Montpellier;Hérault;France;félix.rault@etu.umontpellier.fr;félix.rault@gmail.com;"5TER Rue Saint-Martial";"34970";Lattes;France;"06.82.25.12.23";"06.65.88.77.46";domicile;false;189;2017;S;SI/ISN;2017;15.0;15.15;14.0;15.5;"0300026R";Lycée Dhuoda;Nîmes;"30"
247;Lebreton;Yanis;M;1999-09-10;Montpellier;Hérault;France;yanis.lebreton@etu.umontpellier.fr;yanis.lebreton@gmail.com;"4 Rue Abert";"34090";Montpellier;France;"06.96.45.63.85";"06.80.78.49.64";domicile;false;194;2017;S;SVT/MATHS;2017;11.0;13.28;16.0;14.0;"0110912G";Lycée Saint Joseph des Carmes;Montréal;"11"
314;Costa;Martin;M;2000-01-27;Montpellier;Hérault;France;martin.costa@etu.umontpellier.fr;martin.costa@gmail.com;"545 Rue de la Clairière";"34980";Saint-Gély-du-Fesc;France;"06.52.48.24.53";"06.71.66.65.15";domicile;true;200;2017;S;SI/ISN;2017;14.0;13.13;16.0;15.5;"0340042L";Lycée Jean Mermoz;Montpellier;"34"
229;Diaz;Maxime;M;1999-01-20;Montpellier;Hérault;France;maxime.diaz@etu.umontpellier.fr;maxime.diaz@gmail.com;"135 Allée des Cyprès";"34800";Canet;France;"06.43.50.77.97";"06.87.64.89.04";domicile;true;207;2017;S;SVT/ISN;2017;17.0;15.07;14.0;13.0;"0340075X";Lycée Paul Valery;Sete;"34"
33;Girard;Lilian;M;1999-07-02;Montpellier;Hérault;France;lilian.girard@etu.umontpellier.fr;lilian.girard@gmail.com;"20BIS Avenue de la Gare du Midi";"34120";Pézenas;France;"06.22.80.99.78";"06.93.01.63.99";domicile;false;278;2017;S;SVT/PC;2017;10.0;12.34;13.0;14.5;"0342091N";Lycée polyvalent Marc BLOCH;Sérignan;"34"
262;Moreno;Florian;M;1999-03-08;Montpellier;Hérault;France;florian.moreno@etu.umontpellier.fr;florian.moreno@gmail.com;"2 Rue des Anciennes Écoles";"34550";Bessan;France;"06.28.84.30.21";"06.25.13.05.70";domicile;false;232;2017;S;SVT/ISN;2017;16.0;14.02;18.0;15.5;"0341736C";Lycée Jean Monnet;Montpellier;"34"
310;Marques;Félix;M;1998-12-26;Montpellier;Hérault;France;félix.marques@etu.umontpellier.fr;félix.marques@gmail.com;"17 Rue de la Rouquette Haute";"34230";Paulhan;France;"06.96.06.49.34";"06.44.19.92.15";domicile;false;214;2017;;;2016;11.0;13.78;17.0;13.0;"0341089Z";Université Paul Valery - Montpellier;Montpellier;"34"
267;Pereira;Élouan;M;1999-07-15;Montpellier;Hérault;France;élouan.pereira@etu.umontpellier.fr;élouan.pereira@gmail.com;"17 Place de la Muse";"34800";Clermont-l'Hérault;France;"06.98.38.58.56";"06.92.67.00.23";domicile;false;219;2017;S;SI/ISN;2017;19.0;13.36;14.0;8.0;"0300950V";Lycée Albert EINSTEIN;Bagnols-sur-Ceze;"30"
315;Barreau;Mattéo;M;1999-11-16;Montpellier;Hérault;France;mattéo.barreau@etu.umontpellier.fr;mattéo.barreau@gmail.com;"14 Rue Fontaine Valentin";"34360";Saint-Chinian;France;"06.26.20.13.52";"06.89.11.97.73";domicile;false;223;2017;S;SVT/ISN;2017;17.0;12.6;15.0;9.0;"0840016L";Lycée Victor Hugo;Carpentras;"84"
274;Martineau;Julien;M;2000-03-07;Montpellier;Hérault;France;julien.martineau@etu.umontpellier.fr;julien.martineau@gmail.com;"19 Boulevard de la République";"34350";Valras-Plage;France;"06.86.65.67.66";"06.39.68.09.72";domicile;true;279;2017;S;SVT/MATHS;2017;15.0;13.52;14.0;12.0;"0220107X";Lycée Notre Dame De Campostal;Rostrenen;"22"
316;Blanc;Romain;M;1999-09-15;Montpellier;Hérault;France;romain.blanc@etu.umontpellier.fr;romain.blanc@gmail.com;"14 Boulevard de la Liberté";"34230";Paulhan;France;"06.04.72.79.36";"06.03.57.82.96";domicile;false;237;2017;S;SVT/ISN;2017;15.0;14.97;15.0;13.5;"0342066L";Lycée Jean Jaures;Saint-Clément-de-Riviere;"34"
280;Guillemin;Nolan;M;1999-06-07;Montpellier;Hérault;France;nolan.guillemin@etu.umontpellier.fr;nolan.guillemin@gmail.com;"295 Rue Louis Martin Berthoud";"34080";Montpellier;France;"06.79.31.59.25";"06.79.01.91.06";domicile;false;242;2017;S;SI/ISN;2017;11.0;12.23;17.0;10.0;"0060014H";Lycée Jules Ferry;Cannes;"6"
284;Besse;Jérémy;M;1999-10-07;Montpellier;Hérault;France;jérémy.besse@etu.umontpellier.fr;jérémy.besse@gmail.com;"14 Avenue des Vendanges";"34510";Florensac;France;"06.30.55.39.17";"06.22.62.47.12";domicile;true;250;2017;STI2D;SIN;2017;;;;;"0840021S";Lycée Alphonse Benoit;L'Isle-sur-la-Sorgue;"84"
287;Brunel;Ethan;M;1999-06-02;Montpellier;Hérault;France;ethan.brunel@etu.umontpellier.fr;ethan.brunel@gmail.com;"30 La Verrerie";"34260";Le Bousquet-d'Orb;France;"06.38.77.74.44";"06.43.43.18.79";domicile;true;255;2017;S;SI/ISN;2017;16.0;14.13;15.0;10.5;"0110023R";Lycée polyvalent Louise Michel;Narbonne;"11"
293;Bouchard;Erwan;M;1999-09-17;Montpellier;Hérault;France;erwan.bouchard@etu.umontpellier.fr;erwan.bouchard@gmail.com;"312 Avenue du Cap";"34970";Lattes;France;"06.38.89.14.65";"06.25.76.49.08";domicile;false;260;2017;STI2D;SIN;2017;;;;;"0110023R";Lycée polyvalent Louise Michel;Narbonne;"11"
37;Lefebvre;Éloïse;F;1998-07-09;Montpellier;Hérault;France;éloïse.lefebvre@etu.umontpellier.fr;éloïse.lefebvre@gmail.com;"2653 Bruyères Hautes";"34150";Aniane;France;"06.90.22.82.90";"06.39.03.83.62";domicile;false;263;2017;;;2016;19.0;17.63;19.0;16.0;"0131842G";Aix-Marseille Université - Site de Marseille;Marseille;"13"
327;Gilbert;Evan;M;1997-08-20;Montpellier;Hérault;France;evan.gilbert@etu.umontpellier.fr;evan.gilbert@gmail.com;"14 Lotissement Le Moulin";"34210";Olonzac;France;"06.38.76.74.37";"06.37.87.55.55";domicile;false;281;2017;S;;2015;;;;;;;;
326;Michel;Clément;M;1998-03-13;Montpellier;Hérault;France;clément.michel@etu.umontpellier.fr;clément.michel@gmail.com;"14 Rue de la Valfère";"34000";Montpellier;France;"06.32.37.80.24";"06.89.23.29.24";domicile;false;236;2017;S;;2016;;;;;;;;
331;Jean;Nicolas;M;1998-05-30;Montpellier;Hérault;France;nicolas.jean@etu.umontpellier.fr;nicolas.jean@gmail.com;"5 Rue de l'Égalité";"34800";Cabrières;France;"06.04.61.55.33";"06.18.34.27.49";domicile;false;289;2017;S;;2016;;;;;;;;
38;Joubert;Margaux;F;1993-05-27;Montpellier;Hérault;France;margaux.joubert@etu.umontpellier.fr;margaux.joubert@gmail.com;"108 Rue Garibaldi";"34080";Montpellier;France;"06.74.93.21.32";"06.82.38.55.66";domicile;false;244;2017;DAEUB;;2017;;;;;;;;
325;Weber;Antonin;M;1999-11-15;Montpellier;Hérault;France;antonin.weber@etu.umontpellier.fr;antonin.weber@gmail.com;"30 Rue de la Cave";"34630";Saint-Thibéry;France;"06.01.80.84.88";"06.35.97.17.01";domicile;false;286;2017;ES;;2017;;;;;;;;
322;Gregoire;Hugo;M;1980-11-04;Montpellier;Hérault;France;hugo.gregoire@etu.umontpellier.fr;hugo.gregoire@gmail.com;"60 Lieu Dit Buffat Brent";"34560";Poussan;France;"06.94.64.37.90";"06.40.50.08.04";domicile;false;282;2017;DAEUB;;2017;;;;;;;;
39;Marin;Émilie;F;1998-11-08;Montpellier;Hérault;France;émilie.marin@etu.umontpellier.fr;émilie.marin@gmail.com;"26 Rue des Jardins-de-Cléopâtre";"34170";Castelnau-le-Lez;France;"06.31.33.49.04";"06.49.63.03.26";domicile;false;287;2017;S;;2017;;;;;;;;
328;Vincent;Adrien;M;1999-09-29;Montpellier;Hérault;France;adrien.vincent@etu.umontpellier.fr;adrien.vincent@gmail.com;"130 Plan de la Ginestière";"34830";Clapiers;France;"06.53.78.87.35";"06.33.12.86.54";domicile;false;288;2017;S;;2017;;;;;;;;
329;Descamps;Alexis;M;1999-06-19;Montpellier;Hérault;France;alexis.descamps@etu.umontpellier.fr;alexis.descamps@gmail.com;"499 Route de Claret";"34270";Lauret;France;"06.90.81.01.97";"06.90.38.19.81";domicile;false;284;2017;S;;2017;;;;;;;;
27;Guerin;Julia;F;1998-09-14;Montpellier;Hérault;France;julia.guerin@etu.umontpellier.fr;julia.guerin@gmail.com;"550B Chemin des Peyridisses";"34980";Combaillaux;France;"06.17.57.78.98";"06.27.41.83.05";domicile;false;210;2017;S;;2016;;;;;;;;
324;Noel;Florentin;M;1999-11-28;Montpellier;Hérault;France;florentin.noel@etu.umontpellier.fr;florentin.noel@gmail.com;"8V Rue Benoît Fabre";"34820";Teyran;France;"06.18.10.53.90";"06.57.11.92.92";domicile;false;221;2017;S;;2017;;;;;;;;
330;Clement;Kevin;M;1999-05-25;Montpellier;Hérault;France;kevin.clement@etu.umontpellier.fr;kevin.clement@gmail.com;"1 Rue de l'Amandier";"34830";Clapiers;France;"06.11.03.04.25";"06.44.33.95.84";domicile;false;290;2017;ETRANGER;;2017;;;;;;;;
332;Lebon;Léon;M;;Montpellier;Hérault;France;léon.lebon@etu.umontpellier.fr;léon.lebon@gmail.com;"4 Rue du Four";"34560";Villeveyrac;France;"06.02.88.68.45";"06.35.76.95.31";domicile;false;291;2017;;;;;;;;;;;
334;Pons;Anthony;M;;Montpellier;Hérault;France;anthony.pons@etu.umontpellier.fr;anthony.pons@gmail.com;"31 Rue Toussaint Roussy";"34200";Sète;France;"06.63.94.20.42";"06.99.28.12.35";domicile;false;293;2017;;;;;;;;;;;
335;Dumoulin;Adrian;M;;Montpellier;Hérault;France;adrian.dumoulin@etu.umontpellier.fr;adrian.dumoulin@gmail.com;"18 Rue Johannes Brahms";"34690";Fabrègues;France;"06.69.81.27.39";"06.58.20.04.04";domicile;false;294;2017;;;;;;;;;;;
333;Leger;Arthur;M;;Montpellier;Hérault;France;arthur.leger@etu.umontpellier.fr;arthur.leger@gmail.com;"43 Rue Saint-Guilhem";"34000";Montpellier;France;"06.43.77.32.41";"06.48.67.80.43";domicile;false;292;2017;;;;;;;;;;;
441;Maillard;Gaspard;M;1999-11-05;Montpellier;Hérault;France;gaspard.maillard@etu.umontpellier.fr;gaspard.maillard@gmail.com;"40 Impasse des Grenaches";"34820";Teyran;France;"06.57.13.79.53";"06.52.86.05.06";domicile;false;393;2018;STI2D;;;;;;;;;;
378;Chauvin;Émile;M;2000-10-08;Montpellier;Hérault;France;émile.chauvin@etu.umontpellier.fr;émile.chauvin@gmail.com;"60 Rue des All Blacks";"34070";Montpellier;France;"06.24.93.08.55";"06.88.58.02.93";domicile;false;298;2018;S;;;;;;;;;;
337;Besse;Timéo;M;2000-09-05;Montpellier;Hérault;France;timéo.besse@etu.umontpellier.fr;timéo.besse@gmail.com;"17 Lotissement Lou Miradou";"34160";Saint-Drézéry;France;"06.30.39.55.23";"06.06.06.50.61";domicile;false;299;2018;S;;;;;;;;;;
338;Allard;Corentin;M;1999-08-03;Montpellier;Hérault;France;corentin.allard@etu.umontpellier.fr;corentin.allard@gmail.com;"7BIS Rue des Remparts";"34660";Cournonsec;France;"06.09.69.04.94";"06.67.68.62.28";domicile;false;300;2018;S;;;;;;;;;;
379;Andre;Amine;M;2000-09-09;Montpellier;Hérault;France;amine.andre@etu.umontpellier.fr;amine.andre@gmail.com;"33 Rue de l'Alicante";"34270";Valflaunès;France;"06.45.03.38.04";"06.58.30.94.77";domicile;false;301;2018;S;;;;;;;;;;
321;Berger;Robin;M;2001-02-12;Montpellier;Hérault;France;robin.berger@etu.umontpellier.fr;robin.berger@gmail.com;"1 Rue Fasses Bonnes";"34600";Bédarieux;France;"06.26.94.04.82";"06.72.85.97.00";domicile;false;302;2018;S;;;;;;;;;;
340;Turpin;Kylian;M;2000-05-08;Montpellier;Hérault;France;kylian.turpin@etu.umontpellier.fr;kylian.turpin@gmail.com;"9BIS Rue des Daurades";"34470";Pérols;France;"06.71.58.92.64";"06.07.17.99.16";domicile;false;303;2018;S;;;;;;;;;;
360;Lacoste;Constant;M;2000-03-14;Montpellier;Hérault;France;constant.lacoste@etu.umontpellier.fr;constant.lacoste@gmail.com;"10 Rue du Miradou";"34170";Castelnau-le-Lez;France;"06.20.14.38.86";"06.18.73.32.23";domicile;false;396;2018;STI2D;;;;;;;;;;
341;Godard;Thibault;M;2000-06-13;Montpellier;Hérault;France;thibault.godard@etu.umontpellier.fr;thibault.godard@gmail.com;"8 Rue des Tilleuls";"34410";Sérignan;France;"06.89.97.73.27";"06.93.76.18.10";domicile;false;304;2018;S;;;;;;;;;;
357;Combe;Kyllian;M;2000-02-17;Montpellier;Hérault;France;kyllian.combe@etu.umontpellier.fr;kyllian.combe@gmail.com;"62 Rue de Tautavel";"34500";Béziers;France;"06.56.05.50.77";"06.65.89.52.69";domicile;false;305;2018;S;;;;;;;;;;
367;Le gall;Amaury;M;2000-03-22;Montpellier;Hérault;France;amaury.le gall@etu.umontpellier.fr;amaury.le gall@gmail.com;"8 Avenue Général Malafosse";"34800";Clermont-l'Hérault;France;"06.15.58.56.86";"06.10.70.67.72";domicile;false;306;2018;S;;;;;;;;;;
41;Fontaine;Marine;F;1999-12-24;Montpellier;Hérault;France;marine.fontaine@etu.umontpellier.fr;marine.fontaine@gmail.com;"2 Rue Jean Racine";"34760";Boujan-sur-Libron;France;"06.34.09.88.17";"06.77.50.02.63";domicile;false;307;2018;S;;;;;;;;;;
449;Royer;Alexandre;M;1995-05-22;Montpellier;Hérault;France;alexandre.royer@etu.umontpellier.fr;alexandre.royer@gmail.com;"4 Chemin du Cimetière";"34560";Poussan;France;"06.85.13.53.28";"06.76.10.19.05";domicile;false;308;2018;STMG;;;;;;;;;;
363;Costa;Corentin;M;2000-09-07;Montpellier;Hérault;France;corentin.costa@etu.umontpellier.fr;corentin.costa@gmail.com;"15 Rue de la Ville";"34320";Fontès;France;"06.12.24.02.33";"06.82.63.59.75";domicile;false;309;2018;S;;;;;;;;;;
370;Morin;Adam;M;2000-10-26;Montpellier;Hérault;France;adam.morin@etu.umontpellier.fr;adam.morin@gmail.com;"103 Traverse de l'Escoutaire";"34830";Clapiers;France;"06.02.64.21.54";"06.45.91.86.64";domicile;false;310;2018;S;;;;;;;;;;
358;Allain;Marwane;M;2000-09-26;Montpellier;Hérault;France;marwane.allain@etu.umontpellier.fr;marwane.allain@gmail.com;"130 Chemin d'Emma";"34190";Saint-Bauzille-de-Putois;France;"06.01.35.76.36";"06.95.87.43.52";domicile;false;311;2018;S;;;;;;;;;;
42;Coulon;Margot;F;2001-02-21;Montpellier;Hérault;France;margot.coulon@etu.umontpellier.fr;margot.coulon@gmail.com;"38 Rue de la Rose";"34110";Frontignan;France;"06.08.31.00.87";"06.15.10.25.87";domicile;false;312;2018;S;;;;;;;;;;
368;Giraud;Alexis;M;2000-07-22;Montpellier;Hérault;France;alexis.giraud@etu.umontpellier.fr;alexis.giraud@gmail.com;"81 Rue des Rivettes";"34070";Montpellier;France;"06.28.55.92.28";"06.74.37.85.37";domicile;false;313;2018;S;;;;;;;;;;
343;Jean;Thibault;M;2000-04-14;Montpellier;Hérault;France;thibault.jean@etu.umontpellier.fr;thibault.jean@gmail.com;"69 Allée du Maréchal Juin";"34280";La Grande-Motte;France;"06.03.82.97.70";"06.98.92.86.41";domicile;false;314;2018;S;;;;;;;;;;
359;Serre;Dylan;M;2000-03-21;Montpellier;Hérault;France;dylan.serre@etu.umontpellier.fr;dylan.serre@gmail.com;"51 Quai Louis le Vau";"34080";Montpellier;France;"06.00.85.23.65";"06.44.81.48.35";domicile;false;315;2018;S;;;;;;;;;;
352;Jacquot;Maxime;M;2000-11-10;Montpellier;Hérault;France;maxime.jacquot@etu.umontpellier.fr;maxime.jacquot@gmail.com;"4 Rue Jean Falandry";"34500";Béziers;France;"06.52.62.36.27";"06.00.07.79.89";domicile;false;316;2018;S;;;;;;;;;;
375;Chretien;Guillaume;M;2000-07-05;Montpellier;Hérault;France;guillaume.chretien@etu.umontpellier.fr;guillaume.chretien@gmail.com;"306BIS Rue de la Tuilière";"34190";Cazilhac;France;"06.42.41.64.75";"06.96.32.69.60";domicile;false;317;2018;S;;;;;;;;;;
372;Normand;Benjamin;M;2000-09-06;Montpellier;Hérault;France;benjamin.normand@etu.umontpellier.fr;benjamin.normand@gmail.com;"12 Rue des Pressoirs";"34120";Cazouls-d'Hérault;France;"06.58.16.70.86";"06.81.91.63.00";domicile;false;414;2018;S;;;;;;;;;;
342;Pons;Colin;M;2000-03-13;Montpellier;Hérault;France;colin.pons@etu.umontpellier.fr;colin.pons@gmail.com;"6 Rue de la Martelle";"34210";Cesseras;France;"06.91.14.52.52";"06.89.56.24.39";domicile;false;418;2018;STI2D;;;;;;;;;;
347;Pascal;Kilian;M;2000-10-11;Montpellier;Hérault;France;kilian.pascal@etu.umontpellier.fr;kilian.pascal@gmail.com;"12 Plan Jules Ferry";"34370";Maraussan;France;"06.23.74.00.93";"06.97.60.66.01";domicile;false;318;2018;S;;;;;;;;;;
364;Barbier;Evan;M;2000-04-04;Montpellier;Hérault;France;evan.barbier@etu.umontpellier.fr;evan.barbier@gmail.com;"57 Boulevard de l'Europe";"34500";Béziers;France;"06.31.74.10.34";"06.10.86.88.22";domicile;false;319;2018;S;;;;;;;;;;
40;Barbier;Lucie;F;2000-12-02;Montpellier;Hérault;France;lucie.barbier@etu.umontpellier.fr;lucie.barbier@gmail.com;"2 Rue des Remparts";"34480";Cabrerolles;France;"06.14.71.19.30";"06.37.56.73.10";domicile;false;320;2018;S;;;;;;;;;;
336;Gras;Ethan;M;2000-08-23;Montpellier;Hérault;France;ethan.gras@etu.umontpellier.fr;ethan.gras@gmail.com;"3BIS Rue Plantade";"34000";Montpellier;France;"06.29.56.89.84";"06.05.34.98.09";domicile;false;321;2018;S;;;;;;;;;;
348;Besson;Killian;M;2000-02-26;Montpellier;Hérault;France;killian.besson@etu.umontpellier.fr;killian.besson@gmail.com;"18 Rue du Listan";"34500";Béziers;France;"06.82.85.20.91";"06.20.73.51.90";domicile;false;322;2018;S;;;;;;;;;;
463;Rossignol;Jordan;M;2000-08-27;Montpellier;Hérault;France;jordan.rossignol@etu.umontpellier.fr;jordan.rossignol@gmail.com;"301 Rue Georges Brassens";"34660";Cournonterral;France;"06.08.84.76.52";"06.97.06.88.84";domicile;false;402;2018;STI2D;;;;;;;;;;
345;Lecomte;Colin;M;2000-10-08;Montpellier;Hérault;France;colin.lecomte@etu.umontpellier.fr;colin.lecomte@gmail.com;"8 Impasse des Avocettes";"34340";Marseillan;France;"06.51.27.33.68";"06.80.94.55.39";domicile;false;323;2018;S;;;;;;;;;;
351;Picot;Adrien;M;1999-09-10;Montpellier;Hérault;France;adrien.picot@etu.umontpellier.fr;adrien.picot@gmail.com;"164 Rue Engoulevent";"34400";Lunel;France;"06.34.31.14.89";"06.45.03.38.04";domicile;false;420;2018;STI2D;;;;;;;;;;
349;Thomas;Victor;M;2000-11-22;Montpellier;Hérault;France;victor.thomas@etu.umontpellier.fr;victor.thomas@gmail.com;"1 Place du Carignan";"34190";Cazilhac;France;"06.66.37.78.57";"06.61.42.62.07";domicile;false;324;2018;S;;;;;;;;;;
353;Bousquet;Valentin;M;2000-07-13;Montpellier;Hérault;France;valentin.bousquet@etu.umontpellier.fr;valentin.bousquet@gmail.com;"5 Impasse Galinier";"34350";Valras-Plage;France;"06.72.45.60.04";"06.48.77.73.21";domicile;false;325;2018;S;;;;;;;;;;
452;Marchal;Léonard;M;2000-10-14;Montpellier;Hérault;France;léonard.marchal@etu.umontpellier.fr;léonard.marchal@gmail.com;"3 Rue de la Parée";"34140";Mèze;France;"06.57.08.58.21";"06.28.64.78.71";domicile;false;326;2018;STMG;;;;;;;;;;
371;Pons;Corentin;M;1999-06-24;Montpellier;Hérault;France;corentin.pons@etu.umontpellier.fr;corentin.pons@gmail.com;"301 Chemin du Genêt";"34200";Sète;France;"06.98.62.59.96";"06.99.94.26.54";domicile;false;327;2018;S;;;;;;;;;;
391;Dupre;Noah;M;2000-10-25;Montpellier;Hérault;France;noah.dupre@etu.umontpellier.fr;noah.dupre@gmail.com;"66 Rue de la Vis";"34130";Mauguio;France;"06.78.38.05.50";"06.37.40.32.70";domicile;false;328;2018;S;;;;;;;;;;
464;Parent;Maxime;M;1999-02-19;Montpellier;Hérault;France;maxime.parent@etu.umontpellier.fr;maxime.parent@gmail.com;"3BIS Chemin de Chichery";"34120";Pézenas;France;"06.54.77.36.05";"06.66.00.73.18";domicile;false;405;2018;STI2D;;;;;;;;;;
43;Marchand;Agathe;F;2000-03-09;Montpellier;Hérault;France;agathe.marchand@etu.umontpellier.fr;agathe.marchand@gmail.com;"13 Rue du Grand Saint-Jean";"34000";Montpellier;France;"06.34.38.06.30";"06.29.33.61.40";domicile;false;329;2018;S;;;;;;;;;;
462;Guyon;Romain;M;2000-06-25;Montpellier;Hérault;France;romain.guyon@etu.umontpellier.fr;romain.guyon@gmail.com;"21 Route de la Taillade";"34150";La Boissière;France;"06.45.98.27.88";"06.96.15.17.53";domicile;false;399;2018;STI2D;;;;;;;;;;
354;Blanchard;Anthony;M;2001-03-26;Montpellier;Hérault;France;anthony.blanchard@etu.umontpellier.fr;anthony.blanchard@gmail.com;"5 Rue Basse";"34220";Riols;France;"06.74.56.23.34";"06.38.22.11.87";domicile;false;330;2018;S;;;;;;;;;;
365;Deschamps;Simon;M;2000-03-05;Montpellier;Hérault;France;simon.deschamps@etu.umontpellier.fr;simon.deschamps@gmail.com;"92 Chemin de la Calade";"34700";Les Plans;France;"06.64.15.20.05";"06.41.17.14.46";domicile;false;331;2018;S;;;;;;;;;;
355;Costa;Timothée;M;2000-03-10;Montpellier;Hérault;France;timothée.costa@etu.umontpellier.fr;timothée.costa@gmail.com;"9 Rue des Écoles";"34140";Mèze;France;"06.80.34.70.11";"06.37.58.39.91";domicile;false;332;2018;S;;;;;;;;;;
380;Tournier;Anthony;M;2000-05-12;Montpellier;Hérault;France;anthony.tournier@etu.umontpellier.fr;anthony.tournier@gmail.com;"2 Avenue de la Pinède";"34540";Balaruc-les-Bains;France;"06.64.17.43.71";"06.63.07.26.06";domicile;false;333;2018;S;;;;;;;;;;
350;Mathieu;Alexis;M;2000-07-23;Montpellier;Hérault;France;alexis.mathieu@etu.umontpellier.fr;alexis.mathieu@gmail.com;"30 Rue Chantebrise";"34110";Frontignan;France;"06.41.32.33.33";"06.54.10.19.21";domicile;false;334;2018;ES;;;;;;;;;;
356;Joly;Adam;M;1999-02-07;Montpellier;Hérault;France;adam.joly@etu.umontpellier.fr;adam.joly@gmail.com;"2 Rue du Mairal";"34240";Lamalou-les-Bains;France;"06.44.57.77.07";"06.60.70.28.29";domicile;false;335;2018;S;;;;;;;;;;
366;Dubois;Davy;M;1999-08-26;Montpellier;Hérault;France;davy.dubois@etu.umontpellier.fr;davy.dubois@gmail.com;"5 Rue de l'Aurore";"34300";Agde;France;"06.17.96.66.36";"06.62.30.54.63";domicile;false;336;2018;S;;;;;;;;;;
